Classifier,Test Object Images,Ground Truth,Selected by Classifier,True Positive,True Negative,False Positive,False Negative,Accuracy,Precision,Recall,F1-Score
plate,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      plate/plate_6_1_64 (nan)      tomato/tomato_1_4_101 (nan)      ,plate/plate_6_1_64 (nan) ,plate/plate_6_1_64 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
plate,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      plate/plate_6_1_64 (nan)      glue_stick/glue_stick_1_4_146 (nan)      tomato/tomato_1_4_101 (nan)      ,plate/plate_6_1_64 (nan) ,plate/plate_6_1_64 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
plate,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      plate/plate_6_1_64 (nan)      tomato/tomato_1_4_101 (nan)      ,plate/plate_6_1_64 (nan) plate/plate_6_1_64 (nan) ,plate/plate_6_1_64 (nan) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
plate,glue_stick/glue_stick_1_4_146 (nan)      lime/lime_4_1_15 (nan)      camera/camera_2_1_72 (nan)      plate/plate_6_1_64 (nan)      tomato/tomato_1_4_101 (nan)      food_jar/food_jar_3_4_80 (nan)      ,plate/plate_6_1_64 (nan) ,plate/plate_6_1_64 (nan) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
plate,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      plate/plate_6_1_64 (nan)      tomato/tomato_1_4_101 (nan)      ,plate/plate_6_1_64 (nan) plate/plate_6_1_64 (nan) plate/plate_6_1_64 (nan) ,plate/plate_6_1_64 (nan) ,1.0,1.0,0.0,2.0,0.5,1.0,0.333333333333,0.5
plate,food_jar/food_jar_3_4_80 (nan)      plate/plate_6_1_64 (nan)      ,plate/plate_6_1_64 (nan) plate/plate_6_1_64 (nan) plate/plate_6_1_64 (nan) ,plate/plate_6_1_64 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
plate,food_jar/food_jar_3_4_80 (nan)      plate/plate_6_1_64 (nan)      ,plate/plate_6_1_64 (nan) plate/plate_6_1_64 (nan) plate/plate_6_1_64 (nan) ,plate/plate_6_1_64 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
plate,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      plate/plate_6_1_64 (nan)      tomato/tomato_1_4_101 (nan)      ,plate/plate_6_1_64 (nan) ,plate/plate_6_1_64 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
plate,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      plate/plate_6_1_64 (nan)      tomato/tomato_1_4_101 (nan)      ,plate/plate_6_1_64 (nan) ,plate/plate_6_1_64 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
Total - plate,,,,,,,,0.725,1.0,0.75,0.8166666666666667
 ,,,,,,,,,,,
football,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      ball/ball_1_2_185 (nan)      ,ball/ball_1_2_185 (nan) ball/ball_1_2_185 (nan) ball/ball_1_2_185 (nan) ,ball/ball_1_2_185 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
football,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      ball/ball_1_2_185 (nan)      ,ball/ball_1_2_185 (nan) ball/ball_1_2_185 (nan) ,ball/ball_1_2_185 (nan) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
football,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      ball/ball_1_2_185 (nan)      ,ball/ball_1_2_185 (nan) ball/ball_1_2_185 (nan) ball/ball_1_2_185 (nan) ,ball/ball_1_2_185 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
football,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      ball/ball_1_2_185 (nan)      ,ball/ball_1_2_185 (nan) ball/ball_1_2_185 (nan) ,ball/ball_1_2_185 (nan) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
football,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      ball/ball_1_2_185 (nan)      ,ball/ball_1_2_185 (nan) ball/ball_1_2_185 (nan) ball/ball_1_2_185 (nan) ,ball/ball_1_2_185 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
football,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      ball/ball_1_2_185 (nan)      ,ball/ball_1_2_185 (nan) ,ball/ball_1_2_185 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
football,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      ball/ball_1_2_185 (nan)      ,ball/ball_1_2_185 (nan) ,ball/ball_1_2_185 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
football,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      ball/ball_1_2_185 (nan)      ,ball/ball_1_2_185 (nan) ball/ball_1_2_185 (nan) ball/ball_1_2_185 (nan) ,ball/ball_1_2_185 (nan) ,1.0,1.0,0.0,2.0,0.5,1.0,0.333333333333,0.5
football,food_jar/food_jar_3_4_80 (nan)      ball/ball_1_2_185 (nan)      ,ball/ball_1_2_185 (nan) ball/ball_1_2_185 (nan) ball/ball_1_2_185 (nan) ,ball/ball_1_2_185 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
football,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      glue_stick/glue_stick_1_4_146 (nan)      ball/ball_1_2_185 (nan)      ,ball/ball_1_2_185 (nan) ,ball/ball_1_2_185 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
Total - football,,,,,,,,0.6,1.0,0.5666666666666667,0.6833333333333333
 ,,,,,,,,,,,
pear,pear/pear_2_4_64 (nan)      glue_stick/glue_stick_1_4_146 (nan)      lime/lime_4_1_15 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      food_jar/food_jar_3_4_80 (nan)      ,pear/pear_2_4_64 (nan) ,pear/pear_2_4_64 (nan) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
pear,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      glue_stick/glue_stick_1_4_146 (nan)      pear/pear_2_4_64 (nan)      tomato/tomato_1_4_101 (nan)      ,pear/pear_2_4_64 (nan) pear/pear_2_4_64 (nan) ,pear/pear_2_4_64 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
pear,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      pear/pear_2_4_64 (nan)      tomato/tomato_1_4_101 (nan)      ,pear/pear_2_4_64 (nan) ,pear/pear_2_4_64 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
pear,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      glue_stick/glue_stick_1_4_146 (nan)      pear/pear_2_4_64 (nan)      tomato/tomato_1_4_101 (nan)      ,pear/pear_2_4_64 (nan) ,pear/pear_2_4_64 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
pear,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      pear/pear_2_4_64 (nan)      ,pear/pear_2_4_64 (nan) pear/pear_2_4_64 (nan) ,pear/pear_2_4_64 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
pear,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      pear/pear_2_4_64 (nan)      tomato/tomato_1_4_101 (nan)      ,pear/pear_2_4_64 (nan) ,pear/pear_2_4_64 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
pear,food_jar/food_jar_3_4_80 (nan)      pear/pear_2_4_64 (nan)      ,pear/pear_2_4_64 (nan) pear/pear_2_4_64 (nan) pear/pear_2_4_64 (nan) ,pear/pear_2_4_64 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
pear,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      glue_stick/glue_stick_1_4_146 (nan)      pear/pear_2_4_64 (nan)      tomato/tomato_1_4_101 (nan)      ,pear/pear_2_4_64 (nan) ,pear/pear_2_4_64 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
pear,pear/pear_2_4_64 (nan)      glue_stick/glue_stick_1_4_146 (nan)      lime/lime_4_1_15 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      food_jar/food_jar_3_4_80 (nan)      ,pear/pear_2_4_64 (nan) ,pear/pear_2_4_64 (nan) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
pear,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      pear/pear_2_4_64 (nan)      tomato/tomato_1_4_101 (nan)      ,pear/pear_2_4_64 (nan) pear/pear_2_4_64 (nan) pear/pear_2_4_64 (nan) ,pear/pear_2_4_64 (nan) ,1.0,1.0,0.0,2.0,0.5,1.0,0.333333333333,0.5
Total - pear,,,,,,,,0.7966666666666666,1.0,0.7666666666666666,0.8333333333333333
 ,,,,,,,,,,,
fruit,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      pear/pear_2_4_64 (nan)      lime/lime_4_1_15 (nan)      ,pear/pear_2_4_64 (nan) lime/lime_4_1_15 (nan) ,pear/pear_2_4_64 (nan) lime/lime_4_1_15 (nan) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
fruit,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      pear/pear_2_4_64 (nan)      lime/lime_4_1_15 (nan)      ,pear/pear_2_4_64 (nan) lime/lime_4_1_15 (nan) ,pear/pear_2_4_64 (nan) lime/lime_4_1_15 (nan) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
fruit,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      pear/pear_2_4_64 (nan)      tomato/tomato_1_4_101 (nan)      ,pear/pear_2_4_64 (nan) ,pear/pear_2_4_64 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
fruit,pear/pear_2_4_64 (nan)      glue_stick/glue_stick_1_4_146 (nan)      lime/lime_4_1_15 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      food_jar/food_jar_3_4_80 (nan)      ,pear/pear_2_4_64 (nan) lime/lime_4_1_15 (nan) ,pear/pear_2_4_64 (nan) lime/lime_4_1_15 (nan) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
fruit,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      pear/pear_2_4_64 (nan)      lime/lime_4_1_15 (nan)      tomato/tomato_1_4_101 (nan)      ,pear/pear_2_4_64 (nan) lime/lime_4_1_15 (nan) ,pear/pear_2_4_64 (nan) lime/lime_4_1_15 (nan) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
fruit,pear/pear_2_4_64 (nan)      glue_stick/glue_stick_1_4_146 (nan)      lime/lime_4_1_15 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      food_jar/food_jar_3_4_80 (nan)      ,pear/pear_2_4_64 (nan) lime/lime_4_1_15 (nan) ,pear/pear_2_4_64 (nan) lime/lime_4_1_15 (nan) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
fruit,pear/pear_2_4_64 (nan)      glue_stick/glue_stick_1_4_146 (nan)      lime/lime_4_1_15 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      food_jar/food_jar_3_4_80 (nan)      ,pear/pear_2_4_64 (nan) lime/lime_4_1_15 (nan) ,pear/pear_2_4_64 (nan) lime/lime_4_1_15 (nan) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
fruit,pear/pear_2_4_64 (nan)      glue_stick/glue_stick_1_4_146 (nan)      garlic/garlic_7_1_74 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      food_jar/food_jar_3_4_80 (nan)      ,pear/pear_2_4_64 (nan) ,pear/pear_2_4_64 (nan) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
fruit,pear/pear_2_4_64 (nan)      glue_stick/glue_stick_1_4_146 (nan)      lime/lime_4_1_15 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      food_jar/food_jar_3_4_80 (nan)      ,pear/pear_2_4_64 (nan) lime/lime_4_1_15 (nan) ,pear/pear_2_4_64 (nan) lime/lime_4_1_15 (nan) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
fruit,pear/pear_2_4_64 (nan)      glue_stick/glue_stick_1_4_146 (nan)      lime/lime_4_1_15 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      food_jar/food_jar_3_4_80 (nan)      ,pear/pear_2_4_64 (nan) lime/lime_4_1_15 (nan) ,pear/pear_2_4_64 (nan) lime/lime_4_1_15 (nan) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
Total - fruit,,,,,,,,1.0,1.0,1.0,1.0
 ,,,,,,,,,,,
garlic,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      garlic/garlic_7_1_74 (nan)      ,garlic/garlic_7_1_74 (nan) garlic/garlic_7_1_74 (nan) garlic/garlic_7_1_74 (nan) ,garlic/garlic_7_1_74 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
garlic,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      flashlight/flashlight_3_1_142 (nan)      garlic/garlic_7_1_74 (nan)      tomato/tomato_1_4_101 (nan)      ,garlic/garlic_7_1_74 (nan) garlic/garlic_7_1_74 (nan) ,flashlight/flashlight_3_1_142 (nan) garlic/garlic_7_1_74 (nan) ,1.0,2.0,1.0,1.0,0.6,0.5,0.5,0.5
garlic,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      garlic/garlic_7_1_74 (nan)      ,garlic/garlic_7_1_74 (nan) garlic/garlic_7_1_74 (nan) garlic/garlic_7_1_74 (nan) ,garlic/garlic_7_1_74 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
garlic,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      flashlight/flashlight_3_1_142 (nan)      garlic/garlic_7_1_74 (nan)      tomato/tomato_1_4_101 (nan)      ,garlic/garlic_7_1_74 (nan) ,flashlight/flashlight_3_1_142 (nan) garlic/garlic_7_1_74 (nan) ,1.0,3.0,1.0,0.0,0.8,0.5,1.0,0.666666666667
garlic,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      flashlight/flashlight_3_1_142 (nan)      garlic/garlic_7_1_74 (nan)      tomato/tomato_1_4_101 (nan)      ,garlic/garlic_7_1_74 (nan) ,flashlight/flashlight_3_1_142 (nan) garlic/garlic_7_1_74 (nan) ,1.0,3.0,1.0,0.0,0.8,0.5,1.0,0.666666666667
garlic,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      garlic/garlic_7_1_74 (nan)      tomato/tomato_1_4_101 (nan)      ,garlic/garlic_7_1_74 (nan) ,garlic/garlic_7_1_74 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
garlic,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      garlic/garlic_7_1_74 (nan)      ,garlic/garlic_7_1_74 (nan) garlic/garlic_7_1_74 (nan) garlic/garlic_7_1_74 (nan) ,garlic/garlic_7_1_74 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
garlic,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      garlic/garlic_7_1_74 (nan)      tomato/tomato_1_4_101 (nan)      ,garlic/garlic_7_1_74 (nan) garlic/garlic_7_1_74 (nan) garlic/garlic_7_1_74 (nan) ,garlic/garlic_7_1_74 (nan) ,1.0,1.0,0.0,2.0,0.5,1.0,0.333333333333,0.5
garlic,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      garlic/garlic_7_1_74 (nan)      tomato/tomato_1_4_101 (nan)      ,garlic/garlic_7_1_74 (nan) garlic/garlic_7_1_74 (nan) ,garlic/garlic_7_1_74 (nan) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
garlic,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      garlic/garlic_7_1_74 (nan)      tomato/tomato_1_4_101 (nan)      ,garlic/garlic_7_1_74 (nan) garlic/garlic_7_1_74 (nan) garlic/garlic_7_1_74 (nan) ,garlic/garlic_7_1_74 (nan) ,1.0,1.0,0.0,2.0,0.5,1.0,0.333333333333,0.5
Total - garlic,,,,,,,,0.595,0.85,0.5666666666666667,0.6
 ,,,,,,,,,,,
pair,pliers/pliers_4_1_184 (nan)      food_jar/food_jar_3_4_80 (nan)      tomato/tomato_1_4_101 (nan)      scissors/scissors_3_4_107 (nan)      camera/camera_2_1_72 (nan)      ,pliers/pliers_4_1_184 (nan) scissors/scissors_3_4_107 (nan) ,pliers/pliers_4_1_184 (nan) scissors/scissors_3_4_107 (nan) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
pair,pliers/pliers_4_1_184 (nan)      food_jar/food_jar_3_4_80 (nan)      scissors/scissors_3_4_107 (nan)      camera/camera_2_1_72 (nan)      ,pliers/pliers_4_1_184 (nan) scissors/scissors_3_4_107 (nan) pliers/pliers_4_1_184 (nan) ,pliers/pliers_4_1_184 (nan) scissors/scissors_3_4_107 (nan) ,2.0,1.0,0.0,1.0,0.75,1.0,0.666666666667,0.8
pair,pliers/pliers_4_1_184 (nan)      food_jar/food_jar_3_4_80 (nan)      tomato/tomato_1_4_101 (nan)      scissors/scissors_3_4_107 (nan)      camera/camera_2_1_72 (nan)      ,pliers/pliers_4_1_184 (nan) scissors/scissors_3_4_107 (nan) pliers/pliers_4_1_184 (nan) ,pliers/pliers_4_1_184 (nan) scissors/scissors_3_4_107 (nan) ,2.0,2.0,0.0,1.0,0.8,1.0,0.666666666667,0.8
pair,pliers/pliers_4_1_184 (nan)      food_jar/food_jar_3_4_80 (nan)      tomato/tomato_1_4_101 (nan)      scissors/scissors_3_4_107 (nan)      camera/camera_2_1_72 (nan)      ,pliers/pliers_4_1_184 (nan) scissors/scissors_3_4_107 (nan) pliers/pliers_4_1_184 (nan) ,pliers/pliers_4_1_184 (nan) scissors/scissors_3_4_107 (nan) ,2.0,2.0,0.0,1.0,0.8,1.0,0.666666666667,0.8
pair,pliers/pliers_4_1_184 (nan)      food_jar/food_jar_3_4_80 (nan)      tomato/tomato_1_4_101 (nan)      camera/camera_2_1_72 (nan)      ,pliers/pliers_4_1_184 (nan) ,pliers/pliers_4_1_184 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
pair,pliers/pliers_4_1_184 (nan)      food_jar/food_jar_3_4_80 (nan)      tomato/tomato_1_4_101 (nan)      scissors/scissors_3_4_107 (nan)      camera/camera_2_1_72 (nan)      ,pliers/pliers_4_1_184 (nan) scissors/scissors_3_4_107 (nan) pliers/pliers_4_1_184 (nan) ,pliers/pliers_4_1_184 (nan) scissors/scissors_3_4_107 (nan) ,2.0,2.0,0.0,1.0,0.8,1.0,0.666666666667,0.8
pair,pliers/pliers_4_1_184 (nan)      food_jar/food_jar_3_4_80 (nan)      tomato/tomato_1_4_101 (nan)      camera/camera_2_1_72 (nan)      ,pliers/pliers_4_1_184 (nan) ,pliers/pliers_4_1_184 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
pair,pliers/pliers_4_1_184 (nan)      food_jar/food_jar_3_4_80 (nan)      tomato/tomato_1_4_101 (nan)      camera/camera_2_1_72 (nan)      ,pliers/pliers_4_1_184 (nan) ,pliers/pliers_4_1_184 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
pair,pliers/pliers_4_1_184 (nan)      food_jar/food_jar_3_4_80 (nan)      tomato/tomato_1_4_101 (nan)      glue_stick/glue_stick_1_4_146 (nan)      camera/camera_2_1_72 (nan)      ,pliers/pliers_4_1_184 (nan) ,pliers/pliers_4_1_184 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
pair,camera/camera_2_1_72 (nan)      pliers/pliers_4_1_184 (nan)      scissors/scissors_3_4_107 (nan)      glue_stick/glue_stick_1_4_146 (nan)      tomato/tomato_1_4_101 (nan)      food_jar/food_jar_3_4_80 (nan)      ,pliers/pliers_4_1_184 (nan) scissors/scissors_3_4_107 (nan) ,pliers/pliers_4_1_184 (nan) scissors/scissors_3_4_107 (nan) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
Total - pair,,,,,,,,0.915,1.0,0.8666666666666666,0.9199999999999999
 ,,,,,,,,,,,
container,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      food_cup/food_cup_2_2_74 (nan)      ,food_cup/food_cup_2_2_74 (nan) food_cup/food_cup_2_2_74 (nan) ,food_cup/food_cup_2_2_74 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
container,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      food_cup/food_cup_2_2_74 (nan)      tomato/tomato_1_4_101 (nan)      ,food_cup/food_cup_2_2_74 (nan) food_cup/food_cup_2_2_74 (nan) ,food_cup/food_cup_2_2_74 (nan) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
container,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      food_cup/food_cup_2_2_74 (nan)      glue_stick/glue_stick_1_4_146 (nan)      tomato/tomato_1_4_101 (nan)      ,food_cup/food_cup_2_2_74 (nan) ,food_cup/food_cup_2_2_74 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
container,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      food_cup/food_cup_2_2_74 (nan)      ,food_cup/food_cup_2_2_74 (nan) food_cup/food_cup_2_2_74 (nan) food_cup/food_cup_2_2_74 (nan) ,food_cup/food_cup_2_2_74 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
container,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      food_cup/food_cup_2_2_74 (nan)      tomato/tomato_1_4_101 (nan)      ,food_cup/food_cup_2_2_74 (nan) ,food_cup/food_cup_2_2_74 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
container,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      food_cup/food_cup_2_2_74 (nan)      tomato/tomato_1_4_101 (nan)      ,food_cup/food_cup_2_2_74 (nan) ,food_cup/food_cup_2_2_74 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
container,glue_stick/glue_stick_1_4_146 (nan)      lime/lime_4_1_15 (nan)      camera/camera_2_1_72 (nan)      food_cup/food_cup_2_2_74 (nan)      tomato/tomato_1_4_101 (nan)      food_jar/food_jar_3_4_80 (nan)      ,food_cup/food_cup_2_2_74 (nan) ,food_cup/food_cup_2_2_74 (nan) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
container,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      food_cup/food_cup_2_2_74 (nan)      tomato/tomato_1_4_101 (nan)      ,food_cup/food_cup_2_2_74 (nan) food_cup/food_cup_2_2_74 (nan) ,food_cup/food_cup_2_2_74 (nan) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
container,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      food_cup/food_cup_2_2_74 (nan)      tomato/tomato_1_4_101 (nan)      ,food_cup/food_cup_2_2_74 (nan) food_cup/food_cup_2_2_74 (nan) food_cup/food_cup_2_2_74 (nan) ,food_cup/food_cup_2_2_74 (nan) ,1.0,1.0,0.0,2.0,0.5,1.0,0.333333333333,0.5
container,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      food_cup/food_cup_2_2_74 (nan)      glue_stick/glue_stick_1_4_146 (nan)      tomato/tomato_1_4_101 (nan)      ,food_cup/food_cup_2_2_74 (nan) food_cup/food_cup_2_2_74 (nan) ,food_cup/food_cup_2_2_74 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
Total - container,,,,,,,,0.78,1.0,0.6666666666666666,0.7666666666666667
 ,,,,,,,,,,,
tomato,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      flashlight/flashlight_3_1_142 (nan)      glue_stick/glue_stick_1_4_146 (nan)      tomato/tomato_1_4_101 (nan)      ,tomato/tomato_1_4_101 (nan) ,tomato/tomato_1_4_101 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
tomato,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      flashlight/flashlight_3_1_142 (nan)      tomato/tomato_1_4_101 (nan)      ,tomato/tomato_1_4_101 (nan) tomato/tomato_1_4_101 (nan) tomato/tomato_1_4_101 (nan) ,tomato/tomato_1_4_101 (nan) ,1.0,1.0,0.0,2.0,0.5,1.0,0.333333333333,0.5
tomato,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      flashlight/flashlight_3_1_142 (nan)      glue_stick/glue_stick_1_4_146 (nan)      tomato/tomato_1_4_101 (nan)      ,tomato/tomato_1_4_101 (nan) tomato/tomato_1_4_101 (nan) ,tomato/tomato_1_4_101 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
tomato,food_can/food_can_10_4_167 (nan)      glue_stick/glue_stick_1_4_146 (nan)      flashlight/flashlight_3_1_142 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      food_jar/food_jar_3_4_80 (nan)      ,tomato/tomato_1_4_101 (nan) ,tomato/tomato_1_4_101 (nan) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
tomato,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      flashlight/flashlight_3_1_142 (nan)      glue_stick/glue_stick_1_4_146 (nan)      tomato/tomato_1_4_101 (nan)      ,tomato/tomato_1_4_101 (nan) tomato/tomato_1_4_101 (nan) ,tomato/tomato_1_4_101 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
tomato,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      flashlight/flashlight_3_1_142 (nan)      glue_stick/glue_stick_1_4_146 (nan)      tomato/tomato_1_4_101 (nan)      ,tomato/tomato_1_4_101 (nan) tomato/tomato_1_4_101 (nan) ,tomato/tomato_1_4_101 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
